ProvID,Name,Capital,Owner,Cores,Culture,Religion,devtax,devprod,devmanp,tradeg,area,region,segion,iscity,inhre,ExtraCost,HasFort
2457,Mzab,Ghardaia,MZB,MZB,berber,ibadi,1,1,1,wool,north_saharan,maghreb,africa,yes,no,0,no
2458,Hodna,Msila,TUN,TUN&KBA,algerian,sunni,1,1,1,salt,ouled_nail,maghreb,africa,yes,no,0,no
2459,Titteri,Medea,TLC,TLC&ALG,algerian,sunni,1,1,1,grain,hautes_plaines,maghreb,africa,yes,no,0,no
2460,Saoura,Oulad Mhedi ,MOR,MOR&TFL,moroccan,sunni,1,1,1,wool,tafilalt,maghreb,africa,yes,no,0,no
2461,Dahra,Mostaganem,TLC,TLC&ALG,algerian,sunni,3,3,2,grain,algiers,maghreb,africa,yes,no,0,yes
2462,Ouarsenis,Ouarsenis,TLC,TLC&ALG,berber,sunni,2,2,1,grain,hautes_plaines,maghreb,africa,yes,no,0,no
2463,Kasdir,Kasdir,TLC,TLC,berber,sunni,1,1,1,wool,hautes_plaines,maghreb,africa,yes,no,0,no
2464,Ouarzazate,Ouarzazate,MOR,MOR&SOS&TFL,berber,sunni,2,2,1,grain,sus,maghreb,africa,yes,no,0,no
2465,Oujda,Oujda,TLC,TLC,berber,sunni,3,3,1,wool,algiers,maghreb,africa,yes,no,0,no
2466,Draa,Tagmadert,MOR,MOR&TFL,moroccan,sunni,4,4,2,spices,sus,maghreb,africa,yes,no,0,no
2467,Meknes,Meknes,MOR,FEZ&MOR,moroccan,sunni,4,4,2,cloth,marrekesh,maghreb,africa,yes,no,0,no
2468,Tadla,Tadla,MOR,MOR,moroccan,sunni,3,3,1,copper,marrekesh,maghreb,africa,yes,no,0,no
2469,Dukkala,Mazzagan,MOR,MOR,moroccan,sunni,2,2,1,grain,western_morocco,maghreb,africa,yes,no,0,no
2470,Haha,Mogador,MOR,MOR,berber,sunni,2,2,1,grain,southern_morocco,maghreb,africa,yes,no,0,no
1980,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
2472,Ouargla,Ouargla,TGT,TGT,berber,ibadi,1,1,1,slaves,north_saharan,maghreb,africa,yes,no,0,no
2473,Sousse,Susa,TUN,TUN,tunisian,sunni,5,5,2,sugar,tunisia,maghreb,africa,yes,no,0,no
2474,Tajhari,Tajhari,XXX,none,tuareg,sunni,1,1,1,unknown,fezzan,maghreb,africa,no,no,0,no
2475,Djado,Djado,XXX,none,tuareg,sunni,1,1,1,unknown,east_azbin,sahel,africa,no,no,0,no
2476,Kumeyaay,Kumeyaay,XXX,none,piman,totemism,3,2,1,unknown,california,california,north_america,no,no,0,no
2477,Yuki,Yuki,XXX,none,piman,totemism,1,1,1,unknown,central_valley,california,north_america,no,no,0,no
2478,Tachi,Tachi,XXX,none,chinook,totemism,1,1,1,unknown,central_valley,california,north_america,no,no,0,no
2479,Maidu,Maidu,XXX,none,chinook,totemism,1,1,1,unknown,central_valley,california,north_america,no,no,0,no
2480,Shasta,Shasta,XXX,none,chinook,totemism,1,1,1,unknown,central_valley,california,north_america,no,no,0,no
2481,Klamath,Klamath,XXX,none,chinook,totemism,1,1,1,unknown,oregon,cascadia,north_america,no,no,0,no
2482,Kalapuya,Kalapuya,XXX,none,chinook,totemism,1,1,1,unknown,oregon,cascadia,north_america,no,no,0,no
2483,Umatilla,Umatilla,XXX,none,chinook,totemism,1,1,1,unknown,oregon,cascadia,north_america,no,no,0,no
2484,Quileute,Quileute,XXX,none,salish,totemism,1,1,1,unknown,salish_sea,cascadia,north_america,no,no,0,no
2485,Chehalis,Chehalis,XXX,none,salish,totemism,1,1,1,unknown,salish_sea,cascadia,north_america,no,no,0,no
2486,Yakima,Spokane,XXX,none,salish,totemism,1,1,1,unknown,columbia_river,cascadia,north_america,no,no,0,no
2487,Spokane,Spokane,XXX,none,salish,totemism,1,1,1,unknown,columbia_river,cascadia,north_america,no,no,0,no
2488,Palus,Palus,XXX,none,salish,totemism,1,1,1,unknown,columbia_river,cascadia,north_america,no,no,0,no
2489,Bohogue,Bohogue,XXX,none,shoshone,totemism,1,1,1,unknown,snake_river,cascadia,north_america,no,no,0,no
2490,Goshute,Goshute,XXX,none,shoshone,totemism,1,1,1,unknown,snake_river,cascadia,north_america,no,no,0,no
2491,Hualapai,Hualapai,XXX,none,piman,totemism,1,1,1,unknown,arizona,california,north_america,no,no,0,no
2492,Chiricahua,Chiricahua,XXX,none,pueblo,totemism,1,1,1,unknown,new_mexico,california,north_america,no,no,0,no
2493,Hopi,Hopi,XXX,none,pueblo,totemism,1,1,1,unknown,colorado_plateau,california,north_america,no,no,0,no
2494,Zuni,Zuni,XXX,none,pueblo,totemism,1,1,1,unknown,colorado_plateau,california,north_america,no,no,0,no
2495,Acoma,Acoma,PUE,PUE,pueblo,totemism,2,2,1,unknown,new_mexico,california,north_america,yes,no,0,no
2496,Jicarilla,Jicarilla,XXX,none,navajo,totemism,1,1,1,unknown,llano_estacado,mexico,central_america,no,no,0,no
2497,Lipiyanes,Lipiyanes,XXX,none,navajo,totemism,1,1,1,unknown,llano_estacado,mexico,central_america,no,no,0,no
2498,Jumano,Jumano,XXX,none,navajo,totemism,1,1,1,unknown,durango,mexico,central_america,no,no,0,no
2499,Coahuilteco,Spokane,XXX,none,chichimecan,totemism,1,1,1,unknown,rio_grande,mexico,central_america,no,no,10,no
2500,Querecho,Querecho,XXX,none,navajo,totemism,1,1,1,unknown,coastal_prarie,mexico,central_america,no,no,0,no
2501,Piegan,Piegan,XXX,none,blackfoot,totemism,1,1,1,unknown,upper_missouri,great_plains,north_america,no,no,0,no
2502,Haaninin,Haaninin,KIO,KIO,arapaho,totemism,1,1,1,fur,upper_missouri,great_plains,north_america,yes,no,0,no
2503,Ashshipite,Ashshipite,XXX,none,shoshone,totemism,1,1,1,unknown,upper_missouri,great_plains,north_america,no,no,0,no
2504,Eeelalapito,Eelalapito,XXX,none,shoshone,totemism,1,1,1,unknown,badlands,great_plains,north_america,no,no,0,no
2505,Tsisistas,Outoulibi,XXX,none,shoshone,totemism,1,1,1,unknown,badlands,great_plains,north_america,no,no,0,no
2506,Kuccuntikka,Kuccuntikka,XXX,none,shoshone,totemism,1,1,1,unknown,high_plains,great_plains,north_america,no,no,0,no
2507,Baachinena,Baachinena,XXX,none,wichita,totemism,1,1,1,unknown,high_plains,great_plains,north_america,no,no,0,no
2508,Skiri,Skiri,XXX,none,pawnee,totemism,1,1,1,unknown,central_plains,great_plains,north_america,no,no,0,no
2509,Utsetha,Utsehta,XXX,none,osage,totemism,1,1,1,unknown,ozarks,great_plains,north_america,no,no,0,no
2510,Hidatsa,Mandan,XXX,none,dakota,totemism,1,1,1,unknown,upper_missouri,great_plains,north_america,no,no,0,no
2511,Itscheabine,Itscheabine,ARP,ARP,arapaho,totemism,1,1,1,fur,red_river,hudson_bay,north_america,yes,no,0,no
2512,Wahpekute,Wahpekute,XXX,none,dakota,totemism,1,1,1,unknown,south_dakota,great_plains,north_america,no,no,0,no
2513,Moingwena,Moingwena,XXX,none,illini,totemism,1,1,1,unknown,upper_louisiana,mississippi,north_america,no,no,0,no
2514,Michigamea,Michigamea,XXX,none,illini,totemism,1,1,1,unknown,upper_louisiana,mississippi,north_america,no,no,0,no
2515,Satuskhdin,Satsukhdin,XXX,none,osage,totemism,1,1,1,unknown,ozarks,great_plains,north_america,no,no,0,no
2516,Adai,Adai,XXX,none,caddo,totemism,2,1,1,unknown,lower_louisiana,mississippi,north_america,no,no,0,no
2517,Mdewakanton,Mdewakanton,SIO,SIO,dakota,totemism,1,1,1,fur,lake_superior,great_lakes,north_america,yes,no,0,no
2518,Noquet,Noquet,XXX,none,anishinabe,totemism,1,1,1,unknown,lake_superior,great_lakes,north_america,no,no,0,no
2519,Kilatika,Kilatika,XXX,none,illini,totemism,1,1,1,unknown,illinois_country,great_lakes,north_america,no,no,0,no
2520,Mengkonkia,Mengkonkia,XXX,none,illini,totemism,1,1,1,unknown,illinois_country,great_lakes,north_america,no,no,0,no
2521,Okouara,Okouara,XXX,none,mesquakie,totemism,1,2,1,unknown,michigan,great_lakes,north_america,no,no,0,no
2522,Mascouten,Mascouten,XXX,none,mesquakie,totemism,1,1,1,unknown,michigan,great_lakes,north_america,no,no,0,no
2523,Piankeshaw,Piankeshaw,XXX,none,illini,totemism,1,1,1,unknown,miami_river,great_lakes,north_america,no,no,0,no
2524,Wabash,Wabash,SHA,SHA,shawnee,totemism,1,1,1,grain,miami_river,great_lakes,north_america,yes,no,0,no
2525,Chillicothe,Chillicothe,SHA,SHA,shawnee,totemism,1,1,1,fur,ohio_country,great_lakes,north_america,yes,no,0,no
2526,Shatteras,Shatteras,XXX,none,shawnee,totemism,1,1,1,unknown,appalachia,mississippi,north_america,no,no,0,no
2527,Chickamauga,Chickamauga,XXX,none,cherokee,totemism,1,1,1,unknown,choctaw,mississippi,north_america,no,no,0,no
2528,Yazoo,Yazoo,XXX,none,chickasaw,totemism,2,2,1,unknown,mississippi,mississippi,north_america,no,no,0,no
2529,Natchez,Natchez,XXX,none,chickasaw,totemism,1,1,1,unknown,mississippi,mississippi,north_america,no,no,0,no
2530,Biloxi,Biloxi,XXX,none,choctaw,totemism,2,2,1,unknown,west_florida,mississippi,north_america,no,no,0,no
2531,Napochi,Napochi,XXX,none,chickasaw,totemism,1,1,1,unknown,alabama,mississippi,north_america,no,no,0,no
2532,Tohome,Tohome,CHO,CHO,choctaw,totemism,2,2,1,unknown,alabama,mississippi,north_america,yes,no,0,no
2533,Chatot,Chatot,XXX,none,creek,totemism,1,1,1,unknown,west_florida,mississippi,north_america,no,no,0,no
2534,Yustaga,Yustaga,XXX,none,creek,totemism,1,1,1,unknown,north_florida,southeast_america,north_america,no,no,0,no
2535,Calusa,Calusa,XXX,none,creek,totemism,1,1,1,unknown,florida,southeast_america,north_america,no,no,0,no
2536,Mayaimi,Mayaimi,XXX,none,arawak,totemism,1,1,1,unknown,florida,southeast_america,north_america,no,no,0,no
2537,Hitchiti,Hitchiti,XXX,none,creek,totemism,1,1,1,unknown,upper_american_georgia,southeast_america,north_america,no,no,0,no
2538,Yamasee,Yamasee,XXX,none,creek,totemism,1,1,1,unknown,upper_american_georgia,southeast_america,north_america,no,no,0,no
2539,Mocama,Mocama,XXX,none,creek,totemism,1,1,1,unknown,american_georgia,southeast_america,north_america,no,no,0,no
2540,Coweta,Coweta,XXX,none,creek,totemism,1,1,1,unknown,american_georgia,southeast_america,north_america,no,no,0,no
2541,Saluda,Saluda,XXX,none,catawba,totemism,2,2,1,unknown,south_carolina,southeast_america,north_america,no,no,0,no
2542,Cusabo,Cusabo,XXX,none,catawba,totemism,2,2,1,unknown,south_carolina,southeast_america,north_america,no,no,0,no
2543,Waccamaw,Waccamaw,XXX,none,catawba,totemism,2,2,1,unknown,south_carolina,southeast_america,north_america,no,no,0,no
2544,Yadkin,Yadkin,XXX,none,catawba,totemism,2,2,1,unknown,piedmont_north_america,southeast_america,north_america,no,no,0,no
2545,Waxhaw,Waxhaw,XXX,none,catawba,totemism,1,1,1,unknown,piedmont_north_america,southeast_america,north_america,no,no,0,no
2546,Chicora,Chicora,XXX,none,catawba,totemism,2,2,1,unknown,carolinas,southeast_america,north_america,no,no,0,no
2547,Roanoke,Nanticoke,XXX,none,powhatan,totemism,2,2,1,unknown,carolinas,southeast_america,north_america,no,no,0,no
2548,Tutelo,Tutelo,CHE,CHE,cherokee,totemism,2,2,1,tobacco,south_appalachia,mississippi,north_america,yes,no,0,no
2549,Moratok,Moratok,XXX,none,powhatan,totemism,1,1,1,unknown,chesapeake,southeast_america,north_america,no,no,0,no
2550,Doeg,Doeg,XXX,none,powhatan,totemism,2,2,1,unknown,chesapeake,southeast_america,north_america,no,no,0,no
2551,Monongahela,Monongahela,XXX,none,susquehannock,totemism,1,1,1,unknown,appalachia,mississippi,north_america,no,no,0,no
2552,Manahoac,Manahoac,XXX,none,susquehannock,totemism,1,1,1,unknown,great_valley,southeast_america,north_america,no,no,0,no
2553,Potomac,Potomac,XXX,none,susquehannock,totemism,2,2,1,unknown,maryland,northeast_america,north_america,no,no,0,no
2554,Nanticoke,Nanticoke,XXX,none,powhatan,totemism,2,2,1,unknown,maryland,northeast_america,north_america,no,no,0,no
2555,Honniasont,Honniasont,XXX,none,susquehannock,totemism,2,2,1,unknown,susquehanna,northeast_america,north_america,no,no,10,no
2556,Juniata,Juniata,XXX,none,susquehannock,totemism,1,1,1,unknown,susquehanna,northeast_america,north_america,no,no,0,no
2557,Atrakwaye,Atrakwaye,XXX,none,susquehannock,totemism,1,1,1,unknown,susquehanna,northeast_america,north_america,no,no,0,no
2558,Espachomy,Espachomy,XXX,none,delaware,totemism,2,2,1,unknown,hudson_valley,northeast_america,north_america,no,no,0,no
2559,Adirondack,Adirondack,XXX,none,iroquois,totemism,1,1,1,unknown,south_iroquoisia,northeast_america,north_america,no,no,0,no
2560,Quinnipiac,Quinnipiac,XXX,none,pequot,totemism,2,2,1,unknown,connecticut_valley,northeast_america,north_america,no,no,0,no
2561,Wampanoag,Wampanoag,XXX,none,pequot,totemism,3,2,1,unknown,massachusetts_bay,northeast_america,north_america,no,no,0,no
2562,Pennacook,Pennacook,XXX,none,abenaki,totemism,2,2,1,unknown,great_woods,northeast_america,north_america,no,no,0,no
2563,Missisquoi,Missisquoi,XXX,none,abenaki,totemism,2,2,1,unknown,south_iroquoisia,northeast_america,north_america,no,no,0,no
2564,Sokoki,Sokoki,XXX,none,abenaki,totemism,1,1,1,unknown,great_woods,northeast_america,north_america,no,no,0,no
2565,Kennebec,Kennebec,XXX,none,abenaki,totemism,1,1,1,unknown,maine,northeast_america,north_america,no,no,0,no
2566,Passamaquoddy,Passamaquoddy,XXX,none,abenaki,totemism,2,2,1,unknown,maine,northeast_america,north_america,no,no,0,no
2567,Aroostook,Aroostook,XXX,none,abenaki,totemism,1,1,1,unknown,maine,northeast_america,north_america,no,no,0,no
2568,Kespukwitk,Kespukwitk,MIK,MIK,mikmaq,totemism,2,2,1,fish,lower_acadia,canada,north_america,yes,no,0,no
2569,Eskikewakik,Eskikewakik,XXX,none,mikmaq,totemism,2,2,1,unknown,lower_acadia,canada,north_america,no,no,0,no
2570,Wolystoq,Loup,XXX,none,mikmaq,totemism,2,2,1,unknown,upper_acadia,canada,north_america,no,no,0,no
2571,Madawaska,Madawaska,XXX,none,abenaki,totemism,1,1,1,unknown,upper_acadia,canada,north_america,no,no,0,no
2572,Siknikt,Siknikt,XXX,none,mikmaq,totemism,2,2,1,unknown,upper_acadia,canada,north_america,no,no,0,no
2573,Placentia,Placentia,XXX,none,cree,totemism,1,3,1,unknown,newfoundland,canada,north_america,no,no,0,no
2574,Sikumiut,Sikumiut,XXX,none,inuit,totemism,1,1,1,unknown,labrador,canada,north_america,no,no,0,no
2575,Naskapi,Naskapi,XXX,none,cree,totemism,1,1,1,unknown,labrador,canada,north_america,no,no,0,no
2576,Mingan,Mingan,XXX,none,cree,totemism,1,1,1,unknown,cote_nord,canada,north_america,no,no,0,no
2577,Manicouagan,Manicouagan,XXX,none,cree,totemism,1,1,1,unknown,cote_nord,canada,north_america,no,no,0,no
2578,Anticosti,Anticosti,XXX,none,cree,totemism,1,1,1,unknown,cote_nord,canada,north_america,no,no,0,no
2579,Piekouagami,Piekougami,XXX,none,cree,totemism,1,1,1,unknown,laurentian,canada,north_america,no,no,0,no
2580,Atikamekw,Atikamekw,XXX,none,cree,totemism,1,1,1,unknown,laurentian,canada,north_america,no,no,0,no
2581,Timiskaming,Timiskaming,XXX,none,cree,totemism,1,1,1,unknown,laurentian,canada,north_america,no,no,0,no
2582,Maliseet,Maliseet,XXX,none,abenaki,totemism,1,1,1,unknown,notre_dame_mountains,canada,north_america,no,no,0,no
2583,Etchemins,Etchemins,XXX,none,huron,totemism,2,2,1,unknown,notre_dame_mountains,canada,north_america,no,no,0,no
2584,Loup,Loup,XXX,none,huron,totemism,2,2,1,unknown,lower_canada,canada,north_america,no,no,0,no
2585,Kichesipi,Kichesipi,XXX,none,anishinabe,totemism,2,2,1,unknown,upper_canada,canada,north_america,no,no,0,no
2586,Tionontate,Tionontate,HUR,HUR,huron,totemism,2,2,1,tobacco,huronia,canada,north_america,yes,no,0,no
2587,Odawa,Odawa,OTT,OTT,anishinabe,totemism,1,1,1,fur,huronia,canada,north_america,yes,no,0,no
2588,Piscatang,Piscatang,XXX,none,cree,totemism,1,1,1,unknown,inner_ontario,hudson_bay,north_america,no,no,0,no
2589,Kesagami,Kesagami,WCR,WCR,cree,totemism,1,1,1,fur,inner_ontario,hudson_bay,north_america,yes,no,0,no
2590,Shaggami,Shaggami,XXX,none,cree,totemism,1,1,1,unknown,inner_ontario,hudson_bay,north_america,no,no,0,no
2591,Outoulibi,Outoulibi,XXX,none,cree,totemism,1,1,1,unknown,inner_ontario,hudson_bay,north_america,no,no,0,no
2592,Omushkego,Omushkego,XXX,none,cree,totemism,1,2,1,unknown,hudson_bay,hudson_bay,north_america,no,no,0,no
2593,Wappus,Wappus,XXX,none,cree,totemism,1,1,1,unknown,red_river,hudson_bay,north_america,no,no,0,no
2594,Quennebigon,Quenebigon,XXX,none,cree,totemism,1,1,1,unknown,hudson_bay,hudson_bay,north_america,no,no,0,no
2595,Kesyehotinne,Kesyehotinne,XXX,none,cree,totemism,1,1,1,unknown,athabasca,hudson_bay,north_america,no,no,0,no
2596,Mahmikiwiniyak,Mahmikiwiniyak,XXX,none,cree,totemism,1,1,1,unknown,assiniboia,hudson_bay,north_america,no,no,0,no
2597,Sipiwininiwak,Sipiwininiwak,XXX,none,cree,totemism,1,1,1,unknown,saskatchewan,hudson_bay,north_america,no,no,0,no
2598,Hebina,Hebina,XXX,none,nakota,totemism,1,1,1,unknown,assiniboia,hudson_bay,north_america,no,no,0,no
2599,Athabasca,Athabasca,XXX,none,athabascan,totemism,1,1,1,unknown,athabasca,hudson_bay,north_america,no,no,0,no
2600,Nihithawak,Nihithawak,XXX,none,athabascan,totemism,1,1,1,unknown,athabasca,hudson_bay,north_america,no,no,0,no
2601,Danezaa,Danezaa,XXX,none,athabascan,totemism,1,2,1,unknown,athabasca,hudson_bay,north_america,no,no,0,no
2602,Siksikawa,Siksikawa,XXX,none,blackfoot,totemism,1,1,1,unknown,prairies,hudson_bay,north_america,no,no,0,no
2603,Sekani,Sekani,XXX,none,athabascan,totemism,1,1,1,unknown,athabasca,hudson_bay,north_america,no,no,0,no
2604,Dakelh,Dakelh,XXX,none,athabascan,totemism,1,2,1,unknown,interior_plateau,cascadia,north_america,no,no,0,no
2605,Secwepemc,Secwepemc,XXX,none,athabascan,totemism,1,2,1,unknown,interior_plateau,cascadia,north_america,no,no,0,no
2606,Tsilhoqotin,Tsilhqotin,XXX,none,athabascan,totemism,1,2,1,unknown,interior_plateau,cascadia,north_america,no,no,0,no
2607,Okanagan,Okanagan,XXX,none,salish,totemism,1,2,1,unknown,interior_plateau,cascadia,north_america,no,no,0,no
2000,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
2609,Nisga'a,Quileute,XXX,none,chinook,totemism,1,1,1,unknown,hecate_strait,cascadia,north_america,no,no,0,no
2610,Heiltsuk,Heiltsuk,XXX,none,salish,totemism,2,2,1,unknown,straits_of_georgia,cascadia,north_america,no,no,0,no
2611,Kodiak,Quileute,XXX,none,aleutian,totemism,1,1,1,unknown,alaska,cascadia,north_america,no,no,0,no
2612,Eyak,Eyak,XXX,none,haida,totemism,1,1,1,unknown,alaska,cascadia,north_america,no,no,0,no
2613,Sitka,Sitka,XXX,none,haida,totemism,1,1,1,unknown,east_alaska,cascadia,north_america,no,no,0,no
2614,Cotoname,Cotoname,XXX,none,chichimecan,nahuatl,1,1,1,unknown,northeast_mexico,mexico,central_america,no,no,0,no
2615,Guamares,Guamares,XXX,none,piman,nahuatl,1,1,1,grain,gran_chichimeca,mexico,central_america,no,no,0,no
2616,Seri,Seri,XXX,none,piman,totemism,1,1,1,unknown,sonora_y_sinaloa,mexico,central_america,no,no,0,no
2617,Huichol,Huichol,XXX,none,piman,nahuatl,1,1,1,wool,jalisco,mexico,central_america,no,no,0,no
2618,Toboso,Toboso,XXX,none,piman,animism,1,1,1,unknown,durango,mexico,central_america,no,no,0,no
2619,Laguneros,Laguneros,XXX,none,chichimecan,nahuatl,1,1,1,unknown,northeast_mexico,mexico,central_america,no,no,0,no
2620,Nakipa,Nakipa,XXX,none,piman,totemism,1,1,1,unknown,baja_california,california,north_america,no,no,0,no
2621,Tizapan,Tizapan,CLM,CLM,tecos,nahuatl,3,3,1,grain,jalisco,mexico,central_america,yes,no,0,no
2622,Cuitzeo,Zinapecuaro,TAR,TAR,purepecha,nahuatl,3,3,1,grain,michoacan,mexico,central_america,yes,no,0,no
2623,Cutzamala,Cutzamala,TAR,TAR,purepecha,nahuatl,3,3,1,sugar,michoacan,mexico,central_america,yes,no,0,yes
2624,Patzcuaro,Tzintzuntzan,TAR,TAR,purepecha,nahuatl,4,4,1,grain,michoacan,mexico,central_america,yes,no,0,no
2625,Hinonoeino,Hinonoeino,XXX,none,wichita,totemism,1,1,1,unknown,high_plains,great_plains,north_america,no,no,0,no
2626,Tullucan,Tolluca,AZT,AZT,aztek,nahuatl,3,3,1,gold,mexico,mexico,central_america,yes,no,0,no
2627,Cihuatlan,Cihuatlan,TLA,TLA,tlapanec,nahuatl,2,2,1,fish,guerrero,mexico,central_america,yes,no,0,no
2628,Tepeacac,Tepeacac,AZT,AZT,aztek,nahuatl,2,2,1,grain,mexico,mexico,central_america,yes,no,0,no
2629,Coyolapan,Coyolapan,MIX,MIX,mixtec,nahuatl,2,2,1,gold,oaxaca,mexico,central_america,yes,no,0,no
2630,Tochtepec,Tochtepec,ZAP,ZAP,zapotek,nahuatl,2,2,1,fish,eastern_mexico,mexico,central_america,yes,no,0,no
2631,Mixe,Zaachila,ZAP,ZAP,zapotek,nahuatl,2,2,1,fish,eastern_mexico,mexico,central_america,yes,no,0,no
2632,Xicallanco,Xicallanco,ITZ,ITZ,putun,mesoamerican_religion,2,2,1,cocoa,chiapas,central_america,central_america,yes,no,0,no
2633,Mani,Mani,XIU,XIU,yucatec,mesoamerican_religion,4,4,1,cocoa,yucatan,central_america,central_america,yes,no,0,no
2634,Uaymil,Uaymil,COC,COC,yucatec,mesoamerican_religion,3,3,1,cocoa,east_yucatan,central_america,central_america,yes,no,0,no
2635,Chiapas,Chiapas,ITZ,ITZ,putun,mesoamerican_religion,2,2,1,cocoa,chiapas,central_america,central_america,yes,no,0,no
2636,Chacujal,Chacujal,KIC,KIC,highland_mayan,mesoamerican_religion,2,2,1,dyes,guatemala,central_america,central_america,yes,no,0,no
2637,Chortli,Chortli,XXX,none,highland_mayan,mesoamerican_religion,1,1,1,unknown,honduras,central_america,central_america,no,no,0,no
2638,Xocnochco,Xoconochco,KIC,KIC,highland_mayan,mesoamerican_religion,3,3,1,cocoa,chiapas,central_america,central_america,yes,no,0,no
2639,Raritan,Raritan,XXX,none,delaware,totemism,2,2,1,unknown,hudson_valley,northeast_america,north_america,no,no,0,no
2640,Lenca,Lenca,XXX,none,miskito,animism,1,1,1,unknown,honduras,central_america,central_america,no,no,0,no
2641,Tziccoac,Tziccoac,TOT,TOT,totonac,nahuatl,1,1,1,sugar,eastern_mexico,mexico,central_america,yes,no,0,no
2642,Metztitlan,Metztitlan,TOT,TOT,totonac,nahuatl,1,1,1,grain,gran_chichimeca,mexico,central_america,yes,no,0,no
2643,Apatzingan,Apatzingan,TAR,TAR,purepecha,nahuatl,2,2,1,grain,michoacan,mexico,central_america,yes,no,0,no
2644,Cholula,Cholula,TLX,TLX,aztek,nahuatl,4,4,1,sugar,mexico,mexico,central_america,yes,no,0,no
2645,Teloloapan,Teloloapan,TLA,TLA,tlapanec,nahuatl,2,2,1,gold,guerrero,mexico,central_america,yes,no,0,no
2646,Coixtlahuacan,Coixtlahuacan,MIX,MIX,mixtec,nahuatl,3,3,1,dyes,oaxaca,mexico,central_america,yes,no,0,no
2647,Cuetlaxtlan,Cuetlaxtlan,TOT,TOT,totonac,nahuatl,2,2,1,sugar,eastern_mexico,mexico,central_america,yes,no,15,no
2648,Yopitzinco,Yopi,TLA,TLA,tlapanec,nahuatl,3,3,1,fish,guerrero,mexico,central_america,yes,no,0,no
2649,Tehuantepec,Tehuantepec,ZAP,ZAP,zapotek,nahuatl,2,2,1,fish,chiapas,central_america,central_america,yes,no,0,no
2650,Champutun,Champutun,XIU,XIU,yucatec,mesoamerican_religion,3,3,1,cocoa,yucatan,central_america,central_america,yes,no,0,no
2651,Ah Canul,Ah Canul ,XIU,XIU,yucatec,mesoamerican_religion,3,3,1,cocoa,yucatan,central_america,central_america,yes,no,0,no
2652,Ecab,Ecab,COC,COC,yucatec,mesoamerican_religion,3,3,1,fish,east_yucatan,central_america,central_america,yes,no,0,no
2653,Iximché,Iximché,KIC,KIC,highland_mayan,mesoamerican_religion,3,3,1,cocoa,guatemala,central_america,central_america,yes,no,0,no
2654,Baracoa,Baracoa,XXX,none,arawak,animism,2,2,1,unknown,east_cuba,carribeans,central_america,no,no,0,no
2655,Bayamo,Bayamo,XXX,none,arawak,animism,2,3,1,unknown,east_cuba,carribeans,central_america,no,no,0,no
2656,Camaguey,Camaguey,XXX,none,arawak,animism,2,2,1,unknown,cuba,carribeans,central_america,no,no,0,no
2657,Colima,Colima,CLM,CLM,tecos,nahuatl,4,4,1,fish,jalisco,mexico,central_america,yes,no,0,no
2658,Maguana,Maguana,XXX,none,arawak,animism,2,2,1,unknown,hispaniola,carribeans,central_america,no,no,0,no
2659,Magua,Magua,XXX,none,arawak,animism,2,1,1,unknown,hispaniola,carribeans,central_america,no,no,0,no
2660,Managua,Managua,XXX,none,miskito,animism,1,1,1,unknown,nicaragua,central_america,central_america,no,no,0,no
2661,Uluas,Uluas,XXX,none,miskito,animism,1,1,1,unknown,nicaragua,central_america,central_america,no,no,0,no
2662,Olancho,Olancho,XXX,none,miskito,animism,1,1,1,unknown,honduras,central_america,central_america,no,no,0,no
2663,Nicoya,Nicoya,XXX,none,muisca,animism,1,1,1,unknown,nicaragua,central_america,central_america,no,no,0,no
2664,Veraguas,Veraguas,XXX,none,muisca,animism,1,1,1,unknown,panama,colombia,south_america,no,no,0,no
2665,Eyeish,Ais,XXX,none,caddo,totemism,1,2,1,unknown,texas,mexico,central_america,no,no,0,no
2666,Tuintsundé,Tuintsundé,XXX,none,navajo,totemism,1,1,1,unknown,northeast_mexico,mexico,central_america,no,no,0,no
2667,Cacaxtes,Cacaxtes,XXX,none,chichimecan,totemism,1,1,1,unknown,northeast_mexico,mexico,central_america,no,no,0,no
2668,Borrado,Borrado,XXX,none,chichimecan,totemism,1,1,1,unknown,rio_grande,mexico,central_america,no,no,0,no
2669,Hasinai,Hasinai,XXX,none,caddo,totemism,1,1,1,unknown,texas,mexico,central_america,no,no,0,no
2670,Tkaronto,Tkaronto,HUR,HUR,huron,totemism,2,2,1,tobacco,upper_canada,canada,north_america,yes,no,0,no
2671,Missisage,Missisage,XXX,none,huron,totemism,1,2,1,unknown,huronia,canada,north_america,no,no,0,no
2672,Kitkehaki,Kitkehaki,XXX,none,pawnee,totemism,1,1,1,unknown,central_plains,great_plains,north_america,no,no,0,no
2673,Pasai,Pasai,PSA,PSA,sumatran,sunni,6,6,3,spices,north_sumatra,malaya,east_indies,yes,no,15,no
2674,Peureulak,Peureulak,PSA,PSA,sumatran,sunni,4,4,3,spices,batak,malaya,east_indies,yes,no,0,no
2675,Rokan,Rokan,PSA,PSA,sumatran,sunni,3,3,2,fish,central_sumatra,malaya,east_indies,yes,no,0,no
2676,Indragiri,Indragiri,SAK,SAK,sumatran,sunni,2,2,3,copper,central_sumatra,malaya,east_indies,yes,no,0,no
